title,description
Chuyên Viên Công Nghệ Thông Tin,Tối thiểu 01 năm kinh nghiệm ở vị trí tương đươngTốt nghiệp đại học chuyên ngành Công nghệ thông tin hoặc các chuyên ngành liên quanTrình độ Tiếng Anh: Tối thiểu B1
Frontend Developer,"Tốt nghiệp từ Đại học trở lên, ưu tiên tốt nghiệp các chuyên ngành về công nghệ thông tinCó kinh nghiệm với lập trình Front-end từ 1 năm trở lên (level Junior - Middle)Có kĩ năng lập trình tốt Javascript, Typescript, thành thạo sử dụng các Javascript framework ReactJS/NextJSAm hiểu HTML/CSS, biết sử dụng các CSS framework (Bootstrap,..) và tối ưu hoá CSS, HTML, JS theo chuẩn để cải tiến tốc độ.Có kinh nghiệm làm việc với công cụ Git, Restful API, figma...Có kỹ năng làm việc độc lập và làm việc theo nhóm tốt"
IT Planner (BA),"Yêu cầu: - Có kinh nghiệm 3-5 năm Planner dịch vụ Ecommerce, Website- Có kinh nghiệm lập kế hoạch và vận hành Online services- Có khả năng lập Storyboard, Wireframe, bảng mô tả tính năng- Có khả năng phân tích dữ liệu và giải quyết vấn đề- Có hiểu biết về chu kì  vòng đời phát triển sản phẩm- Có thể sử dụng thành thạo các công cụ như Figma, Jira, Redmine, Slack, Git,.....- Khả năng giao tiếp trôi chảy Ưu tiên:- Người có nhiều kinh nghiệm xử lý vấn đề khi ra mắt sản phẩm - Có kinh nghiệm lập kế hoạch hệ thống và quản lý vận hànhVui lòng gửi CV bằng tiếng Anh hoặc tiếng Hàn"
Nhân Viên Kiểm Thử Phần Mềm (Tester),"- Tốt nghiệp Đại học chuyên ngành CNTT hoặc chuyên ngành liên quan;- Có từ 2 năm kinh nghiệm làm việc với vai trò là Kiểm thử (Tester) hoặc Phântích nghiệp vụ và Kiểm thử (BA & Tester);- Có khả năng chủ động nắm bắt, phân tích yêu cầu và giao tiếp tốt với khách hàng;- Nắm vững các phương pháp, kỹ thuật kiểm thử và các quy trình kiểm thử liênquan;- Có kinh nghiệm xây dựng kế hoạch kiểm thử, thiết kế và xây dựng các Test Case;- Có khả năng làm việc độc lập hoặc theo nhóm;- Năng động, sáng tạo và có tinh thần trách nhiệm cao;- Chịu được áp lực cao trong công việc, sẵn sàng làm thêm giờ nếu cần;- Yêu thích công việc Kiểm thử phần mềm và Phân tích nghiệp vụ;- Có chứng chỉ Kiểm thử phần mềm là một lợi thế"
Frontend Developer,"Proficiency in React or Vue.js, with strong HTML, CSS, and JavaScript skills. Experience integrating frontend applications with backend APIs (RESTful and GraphQL). Ability to collaborate with UX designers to implement responsive, user-friendly interfaces. Proficient in using Git for version control"
Senior Embedded Software Engineer,"Bachelor/ Engineer degree in Electronics and Telecommunication, Automation, Computer Science, Information Technology or equivalentAt least 5 years’ working experience in software development, in which, at least 3 years in C Embedded.Have knowledge at Embedded development such as Linux, Driver, OS (Linux Kernel, RTOS IS A PLUS) Willing to become a leaderHave experience working about MCU, Peripherals, Board devices, Edge devices, etc.Understands about Object Oriented Analysis and Design at leastFirm knowledge at software engineering (from requirement definition, software design, implementation & testing)Problem analysis and problem solving skills"
Automation Test,"Có từ 3 năm kinh nghiệm trở lên trong việc sử dụng các framework (Selenium/Appium/Playwright/Cypress) cho việc tự động hóa các kịch bản testing E2E, API trên Website/Mobile Application.Có kiến thức sâu về ngôn ngữ lập trình Java/Javascript.Hiểu biết về các design pattern phổ biến như POM, Singleton Pattern,...Tiếng Anh giao tiếp khá tốtFamilar with Git, Maven/Gradle, các IDE (VS, IntelJ...) Postman/Swagger, SQL Database, TestNG, Junit.Hiểu biết về quy trình phát triển Agile/ScrumCó kiến thức về Docker, CI/CD là điểm cộng"
Automation Tester,"Có từ 3 năm kinh nghiệm trở lên trong việc sử dụng các framework (Selenium/Appium/Playwright/Cypress) cho việc tự động hóa các kịch bản testing E2E, API trên Website/Mobile Application.Có kiến thức sâu về ngôn ngữ lập trình Java/Javascript.Hiểu biết về các design pattern phổ biến như POM, Singleton Pattern,...Tiếng Anh giao tiếp kháFamilar with Git, Maven/Gradle, các IDE (VS, IntelJ...) Postman/Swagger, SQL Database, TestNG, Junit.Hiểu biết về quy trình phát triển Agile/ScrumCó kiến thức về Docker, CI/CD là điểm cộng"
Process Quality Assurance (PQA),"At least 2 year experience as PQA in software project.Have knowledge and experience about implementing methodology such as ISO 27001, ISO 9001, CMMI;Have CSQA (Certified Software Quality Assurance), Internal Auditor, Lead Auditor, or Scrum master certificate is a plus;Hard working, responsible, strong interpersonal and communication skills;Ability of working independent and teamwork, can work under high pressure;Have will and interest to learn;Have service mindset"
"Chuyên Viên Triển Khai Phầm Mềm Odoo (CRM,HRM...)","Có khả năng tìm hiểu nhanh và sử dụng các phần mềm quản trị doanh nghiệp.Khả năng viết các tài liệu tính năng sản phẩm, hướng dẫn sử dụng rõ ràng, mạch lạc, dễ hiểu.Có kiến thức kinh nghiệm sử dụng hoặc triển khai phần mềm Odoo là một lợi thế.Khả năng giao tiếp hiệu quả với nhóm nội bộ và khách hàng bên ngoài để thu thập và trao đổi các yêu cầu nghiệp vụ/chức năng.Có khả năng làm việc nhóm hay độc lập, làm việc dưới áp lực cao, chăm chỉ, cẩn thận, nhanh nhẹnƯu tiên các ứng viên đã có kinh nghiệm làm Tester hoặc BA IT"
Game Designer,"- Có kiến thức & kinh nghiệm làm 2D Mobile Game Design ít nhất 1-2 sản phẩm Mobile Game- Có kinh nghiệm và kiến thức về quy trình Test Game- Có độ nhạy bén về âm thanh, đồ hoạ, phối màu, animation- Có thể sử dụng các phần mềm hỗ trợ cho việc Game Design như: Wireframe Tool, Flow ChartTool, Adobe Audition, Photoshop hoặc các phần mềm tương tự và có hiểu biết về Lập Trình là 1 lợi thế- Có kỹ năng sắp xếp, điều hành, triển khai kế hoạch sản phẩm"
Mobile Developer (React Native),"At least 2 years of hands-on experience in mobile development with proficiency in React Native.Strong knowledge of mobile development best practices, including state management, component-based architecture, and API integration.Familiarity with native iOS/Android development is a plus.Good understanding of UI/UX principles to ensure a seamless user experience.Strong problem-solving skills and the ability to work independently or as part of a team.English: reading, writing."
HRBP Manager - Talent Acquisition Manager (Mass),"- At least 5 year experiences on mass recruitment (Sales field)- Deep understanding of the mass labor recruitment market, especially sales recruitment.- Demonstrated experience having worked with over 500 salesmans.- Overall experience of at least 3 years having worked in HRBP Management roles.- Priority is given to candidates who have worked as a business development/ salesman in the fields of IT services, banking, education, and insurance.- Strong communication skills, strategic thinking and planning, data-driven decision-making."
Business Development Intern,"- Trình độ: Tốt nghiệp Cao Đẳng, Đại học (chuyên ngành CNTT, Kinh tế, Phần mềm, Khoa học máy tính hoặc các chuyên ngành liên quan);- Ưu tiên các ứng viên đã từng đi thực tập, đi làm fulltime;- Có kiến thức cơ bản về Database, SQL;- Tiếng anh cơ bản;- Khả năng nghiên cứu, làm việc độc lập, làm việc nhóm tốt;- Tư duy logic, khả năng tiếp cận và phân tích xử lý dữ liệu linh hoạt, tích cực;- Tự tin thuyết trình, tư vấn, thuyết phục tốt;- Sử dụng thành thạo tin học văn phòng (Word, Excel, Powerpoint, Visio)."
"Kỹ Thuật Viên Dịch Vụ IT Phần Cứng, Mạng","- Nam, Bằng cấp hoặc chứng chỉ liên quan trong lĩnh vực Kỹ thuật Máy Tính, Điện Tử hoặc Công Nghệ Thông Tin.- Kinh nghiệm 2 năm làm việc trong lĩnh vực công việc tương đương - Kiến thức vững về phần cứng và phần mềm của máy tính và máy in.- Kỹ năng giao tiếp tốt và khả năng làm việc độc lập hoặc nhóm.- Khả năng phân tích và giải quyết vấn đề kỹ thuật một cách nhanh chóng và chuyên nghiệp.- Chịu được áp lực, có thể đi công tác, làm thêm giờ.- Năng động, sáng tạo.- Có khả năng làm việc độc lập và làm việc theo nhóm.- Có phương tiện đi lại bằng xe máy.- Trung thực, hòa đồng, nhanh nhẹn, nhiệt tình, ham học hỏi, có trách nhiệm, có tinh thần cần cầu tiến.-Đạo đức/ Uy tín cá nhân/ Tính gắn kết lâu dài/ Có quan điểm làm việc hoặc định hướng công việc rõ ràng.- Có hướng gắn bó lâu dài với công việc chuyên môn, chịu được áp lực công việc.- Không vướng vào tệ nạn xã hội.- Không kinh doanh riêng với khách hàng của công ty, không kinh doanh ngoài cùng lĩnh vực công việc với công ty."
Thực Tập Sinh Java Dev,"- Tốt nghiệp ĐH, ưu tiên học Chuyên ngành CNTT- Nắm vững kiến thức nền tảng về Java, hiểu biết về core java- Ưu tiên các bạn có  kinh nghiệm về Java phát triển ứng dụng Web - Tiếng anh đọc hiểu, viết thành thạo"
Trưởng Phòng Kỹ Thuật Giải Pháp,"- Nam Tốt nghiệp Đại học chuyên ngành CNTT.- Có từ 5 năm kinh nghiệm trở lên.- Tuổi từ 29 đến 36, có thể đi công tác nếu công ty yêu cầu.- Sử dụng thành thạo AutoCAD, Internet, tin học văn phòng ...- Tiếng Anh giao tiếp, đọc hiểu tài liệu chuyên môn.- Có khả năng thuyết trình, huấn luyện công việc tốt.- Không kinh doanh riêng với khách hàng của công ty, không kinh doanh ngoài cùng lĩnh vực công việc với công ty."
Backend Developer (Golang),"● Bachelor’s degree in Computer Science, Engineering, or a related field.● 2+ years Golang experience in production use case.● 3+ years integrating RESTful and gRPC.● In-depth knowledge of MVC, OOP, Design patterns, Clean code.● Knowledge/Experience of SQL and common relational database systems such as PostgreSQL andMySQL.● Experience in Json data parsing.● Experience with Non-SQL or Document databases.● Experience in Microservice Architecture.● Understanding the software development process and experience:○ Agile Development○ Code repository like Git○ Ticket management system like JIRA○ Testing framework & Mock○ CI/CD● Excellent problem-solving skills and attention to detail.● Experience working in Agile/Scrum development environments.● Basic English communication required.Preferred Qualifications:● 2+ years Python experience.● Experience developing applications running on k8s.● Knowledge/Experience of the following datastore:○ Kafka○ Redis○ TimescaleDB● Experience golang web framework like Mux or Gin.● Knowledge of Agile/Scrum methodologies.Personal Attributes:● Strong leadership and team management skills.● Excellent organizational and multitasking abilities.● High level of initiative and a proactive approach.● Strong communication and negotiation skills.● Ability to work independently and as part of a team."
